unit_code;cocunut;ctype_code;ctype_name;rating;default_flag;dqi
RLSI;590812;3;Corporates;CORP_10;T;OK
TBSK;168791;3;Corporates;CORP_10;T;OK
RBBG;126211;6;Small Medium Business (SMB);SME_10;T;OK
RLBG;227439;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;176824;3;Corporates;CORP_10;T;OK
RBRO;282343;6;Small Medium Business (SMB);SME_10;T;OK
RLUA;296303;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;167444;3;Corporates;CORP_10;T;OK
AVAL;235497;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;313320;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;2080259;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;874415;6;Small Medium Business (SMB);SME_10;T;OK
RLRS;184528;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;751220;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;510462;3;Corporates;CORP_10;T;OK
RBRU;191401;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;194857;6;Small Medium Business (SMB);CORP_10;T;OK
RBAL;952045;6;Small Medium Business (SMB);SME_10;T;OK
RBKO;560454;3;Corporates;CORP_10;T;OK
RBHU;590077;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;532234;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;136704;3;Corporates;CORP_10;T;OK
RBHU;294974;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;629554;3;Corporates;CORP_10;T;OK
RBRU;270749;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;468813;3;Corporates;CORP_10;T;OK
RBBG;295701;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;331390;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;291897;3;Corporates;CORP_10;T;OK
RBBG;316902;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;126291;3;Corporates;CORP_10;T;OK
RBRO;464239;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;134182;3;Corporates;CORP_10;T;OK
RBHU;128854;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;522288;6;Small Medium Business (SMB);SME_10;T;OK
RBAL;156930;3;Corporates;CORP_10;T;OK
RBBG;205201;6;Small Medium Business (SMB);SME_10;T;OK
RLAL;231581;3;Corporates;CORP_10;T;OK
RBBY;655991;3;Corporates;CORP_10;T;OK
RBRO;466305;3;Corporates;CORP_10;T;OK
RBRO;933612;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;507108;3;Corporates;CORP_10;T;OK
RLBG;1345261;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;535928;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;764169;3;Corporates;CORP_10;T;OK
RLRO;653033;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;175484;6;Small Medium Business (SMB);SME_10;T;OK
RBKO;137949;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;1905325;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;710972;3;Corporates;CORP_10;T;OK
AVAL;194805;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;759254;39;Associations;CORP_10;T;OK
RBRU;1556203;3;Corporates;CORP_10;T;OK
RBHU;271176;6;Small Medium Business (SMB);CORP_10;T;OK
AVAL;315788;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;209578;3;Corporates;CORP_10;T;OK
ALEASS;702182;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;755315;3;Corporates;CORP_10;T;OK
RBRU;270753;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;216304;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;608133;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;106644;6;Small Medium Business (SMB);SME_10;T;OK
RBAL;792858;3;Corporates;CORP_10;T;OK
RLUA;222040;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;246419;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;222684;3;Corporates;CORP_10;T;OK
RBRO;442329;3;Corporates;CORP_10;T;OK
RBBH;128251;3;Corporates;CORP_10;T;OK
RBCZ;200127;3;Corporates;CORP_10;T;OK
RBCZ;160724;3;Corporates;CORP_10;T;OK
RBRO;706253;39;Associations;CORP_10;T;OK
RBHU;845542;6;Small Medium Business (SMB);SME_10;T;OK
RLBH;127183;3;Corporates;CORP_10;T;OK
RLRO;267689;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;299043;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;179615;3;Corporates;CORP_10;T;OK
RBAL;142526;3;Corporates;CORP_10;T;OK
AVAL;178422;6;Small Medium Business (SMB);SME_10;T;OK
RBBY;475433;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;486279;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;121985;3;Corporates;CORP_10;T;OK
TBSK;163311;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;290217;6;Small Medium Business (SMB);SME_10;T;OK
TLSK;2036392;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;710466;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;509418;3;Corporates;CORP_10;T;OK
RBILEG;643788;3;Corporates;CORP_10;T;OK
AVAL;131535;3;Corporates;CORP_10;T;OK
RBCZ;303455;3;Corporates;CORP_10;T;OK
RLSI;106314;6;Small Medium Business (SMB);SME_10;T;OK
RLBH;187816;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;284864;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;532923;3;Corporates;CORP_10;T;OK
RBHR;130727;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;217121;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;196522;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;173363;6;Small Medium Business (SMB);SME_10;T;OK
RLBH;515012;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;155501;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;521081;3;Corporates;CORP_10;T;OK
RLCZ;923553;18;Specialised Lending Project (excl. Commodity);SLOT_RE_6.5;T;OK
AVAL;293738;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;293924;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;126435;6;Small Medium Business (SMB);SME_10;T;OK
RBKO;512331;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;127410;3;Corporates;CORP_10;T;OK
TBSK;700485;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;549548;6;Small Medium Business (SMB);SME_10;T;OK
RBAL;232448;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;1226445;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;466126;3;Corporates;CORP_10;T;OK
AVAL;220888;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;288479;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;272082;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;323519;6;Small Medium Business (SMB);SME_10;T;OK
RLAL;1487712;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;208269;6;Small Medium Business (SMB);SME_10;T;OK
RLRS;161086;3;Corporates;CORP_10;T;OK
RBRU;266258;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;142051;6;Small Medium Business (SMB);SME_10;T;OK
RBAL;130241;3;Corporates;CORP_10;T;OK
RBI;1039029;3;Corporates;CORP_10;T;OK
RBRO;518225;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;169878;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;315345;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;134016;34;Other Administrative Body or Non-Commercial Undertaking;CORP_10;T;OK
RBBH;166356;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;107731;3;Corporates;CORP_10;T;OK
AVAL;702925;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;288585;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;208501;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;464137;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;222596;6;Small Medium Business (SMB);SME_10;T;OK
RLAL;282013;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;317241;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;787060;6;Small Medium Business (SMB);SME_10;T;OK
RBBY;332149;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;290551;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;885137;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;106691;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;172111;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;126935;3;Corporates;CORP_10;T;OK
RBHU;714811;3;Corporates;CORP_10;T;OK
RBRU;1497444;3;Corporates;CORP_10;T;OK
RLRO;735439;3;Corporates;CORP_10;T;OK
TBSK;755991;3;Corporates;CORP_10;T;OK
TBSK;102122;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;341260;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;841784;3;Corporates;CORP_10;T;OK
RBRO;238369;3;Corporates;CORP_10;T;OK
RBHU;72296;26;Finance Companies - supervised;FIN_10;T;OK
RBBG;205974;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;165031;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;189248;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;172925;3;Corporates;CORP_10;T;OK
RLBH;165857;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;220143;6;Small Medium Business (SMB);SME_10;T;OK
RLHR;124940;3;Corporates;CORP_10;T;OK
RBBH;182136;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;162689;3;Corporates;CORP_10;T;OK
TLSK;1905910;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;609426;3;Corporates;CORP_10;T;OK
RLBH;205378;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;173700;3;Corporates;CORP_10;T;OK
RBHR;126721;3;Corporates;CORP_10;T;OK
RBHU;148184;3;Corporates;CORP_10;T;OK
RBHU;150814;6;Small Medium Business (SMB);SME_10;T;OK
RLCZ;1241146;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;123793;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;626626;3;Corporates;CORP_10;T;OK
RBBG;315070;6;Small Medium Business (SMB);SME_10;T;OK
RLRU;148980;3;Corporates;CORP_10;T;OK
RBRO;883422;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;295840;3;Corporates;CORP_10;T;OK
RBCZ;722507;3;Corporates;CORP_10;T;OK
RBBG;223124;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;218202;6;Small Medium Business (SMB);SME_10;T;OK
RLHR;107806;3;Corporates;CORP_10;T;OK
RBCZ;628985;3;Corporates;CORP_10;T;OK
RBRO;321808;3;Corporates;CORP_10;T;OK
AVAL;319823;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;855439;3;Corporates;CORP_10;T;OK
RLHR;644393;3;Corporates;CORP_10;T;OK
RBI;776264;54;Purchased Receivables ? Pool Corporate;CORP_10;T;OK
RBILEG;70690;3;Corporates;CORP_10;T;OK
AVAL;204997;6;Small Medium Business (SMB);SME_10;T;OK
RBAL;151893;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;1505240;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;876610;6;Small Medium Business (SMB);SME_10;T;OK
RLBH;128194;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;783644;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;199732;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;195505;3;Corporates;CORP_10;T;OK
RBBG;224880;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;218275;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;147351;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;174624;3;Corporates;CORP_10;T;OK
RBKO;151629;6;Small Medium Business (SMB);SME_10;T;OK
RLCZ;1503962;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;554935;3;Corporates;CORP_10;T;OK
RBRS;118708;3;Corporates;CORP_10;T;OK
RBRO;680789;6;Small Medium Business (SMB);SME_10;T;OK
RBAL;144900;3;Corporates;CORP_10;T;OK
RBRO;227808;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;592675;3;Corporates;CORP_10;T;OK
RBAL;158198;6;Small Medium Business (SMB);SME_10;T;OK
RLAL;551798;3;Corporates;CORP_10;T;OK
RBBG;1796856;6;Small Medium Business (SMB);SME_10;T;OK
TLSK;90289;3;Corporates;SME_10;T;OK
TBSK;1225206;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;295986;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;464618;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;2084144;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;245973;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;118390;3;Corporates;CORP_10;T;OK
RBRU;157912;3;Corporates;CORP_10;T;OK
RBHU;161289;3;Corporates;CORP_10;T;OK
RBRO;284986;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;1339316;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;717596;3;Corporates;CORP_10;T;OK
TBSK;150915;6;Small Medium Business (SMB);CORP_10;T;OK
RBI;306198;18;Specialised Lending Project (excl. Commodity);SLOT_RE_6.5;T;OK
RBAL;157969;3;Corporates;CORP_10;T;OK
RBHR;139528;3;Corporates;CORP_10;T;OK
RBBG;1827519;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;216442;3;Corporates;CORP_10;T;OK
RLBG;325441;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;221886;6;Small Medium Business (SMB);SME_10;T;OK
RLCZ;93900;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;696335;6;Small Medium Business (SMB);SME_10;T;OK
RLRU;1932690;3;Corporates;CORP_10;T;OK
AVAL;214625;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;1779268;6;Small Medium Business (SMB);SME_10;T;OK
RLRO;241426;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;322555;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;294976;3;Corporates;CORP_10;T;OK
TBSK;122495;3;Corporates;CORP_10;T;OK
RBHU;1643988;3;Corporates;CORP_10;T;OK
RLCZ;1435678;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;344659;6;Small Medium Business (SMB);SME_10;T;OK
RBKO;137903;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;173589;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;551338;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;131618;3;Corporates;CORP_10;T;OK
RBAL;175923;6;Small Medium Business (SMB);SME_10;T;OK
RLBH;166232;3;Corporates;CORP_10;T;OK
RBHU;193007;3;Corporates;CORP_10;T;OK
AREALE;714987;3;Corporates;CORP_10;T;OK
RBRU;636787;3;Corporates;CORP_10;T;OK
AVAL;219423;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;101608;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;128417;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;507953;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;1349290;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;470564;36;Private Individual (Non-Retail);CORP_10;T;OK
RBCZ;171168;6;Small Medium Business (SMB);SME_10;T;OK
RLUA;393784;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;85426;6;Small Medium Business (SMB);SME_10;T;OK
CENTRO;20507;3;Corporates;CORP_10;T;OK
RBRO;246648;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;178100;36;Private Individual (Non-Retail);CORP_10;T;OK
RLRO;124225;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;702754;3;Corporates;CORP_10;T;OK
RBKO;138938;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;144191;3;Corporates;CORP_10;T;OK
RBBG;795373;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;702466;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;589609;3;Corporates;CORP_10;T;OK
RBAL;136802;3;Corporates;CORP_10;T;OK
TBSK;207509;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;209528;3;Corporates;CORP_10;T;OK
RBHR;108369;6;Small Medium Business (SMB);SME_10;T;OK
RRRS;172353;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;306217;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;318614;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;306573;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;321330;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;302984;6;Small Medium Business (SMB);SME_10;T;OK
RLHR;226872;3;Corporates;CORP_10;T;OK
AVAL;322979;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;289975;3;Corporates;CORP_10;T;OK
RBCZ;196844;3;Corporates;CORP_10;T;OK
TBSK;667850;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;211931;6;Small Medium Business (SMB);CORP_10;T;OK
RBBY;778391;6;Small Medium Business (SMB);SME_10;T;OK
RLAL;226685;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;165004;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;199691;3;Corporates;CORP_10;T;OK
RBRU;1921303;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;305625;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;609235;3;Corporates;CORP_10;T;OK
AVAL;344452;6;Small Medium Business (SMB);SME_10;T;OK
RLGMBH;1830898;3;Corporates;CORP_10;T;OK
AVAL;315340;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;76081;3;Corporates;CORP_10;T;OK
AVAL;178570;3;Corporates;CORP_10;T;OK
TBSK;1849735;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;149199;3;Corporates;CORP_10;T;OK
RBRU;1516061;3;Corporates;CORP_10;T;OK
RAL;72309;3;Corporates;CORP_10;T;OK
AREALE;702667;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;283898;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;480064;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;291287;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;702270;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;298201;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;601750;6;Small Medium Business (SMB);SME_10;T;OK
RLBY1;1632458;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;299134;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;122733;3;Corporates;CORP_10;T;OK
RBRO;1328675;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;449888;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;1457651;62;Retail customers with Non-Retail treatment;CORP_10;T;OK
RBRU;149500;3;Corporates;CORP_10;T;OK
RBHR;183480;3;Corporates;CORP_10;T;OK
RBRU;707093;3;Corporates;CORP_10;T;OK
RBRO;136878;6;Small Medium Business (SMB);CORP_10;T;OK
RBRU;320959;3;Corporates;CORP_10;T;OK
AVAL;304706;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;319995;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;82202;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;106628;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;127056;3;Corporates;CORP_10;T;OK
RBRO;867764;6;Small Medium Business (SMB);SME_10;T;OK
RLBG;156089;3;Corporates;CORP_10;T;OK
RBCZ;535879;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;713268;3;Corporates;CORP_10;T;OK
RBRO;512024;3;Corporates;CORP_10;T;OK
RBRO;189733;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;226190;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;143341;6;Small Medium Business (SMB);SME_10;T;OK
RBBY;315763;3;Corporates;CORP_10;T;OK
RBI;753899;3;Corporates;CORP_10;T;OK
RLRS;184788;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;160484;3;Corporates;CORP_10;T;OK
RBRO;247871;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;702038;3;Corporates;CORP_10;T;OK
RBBH;241522;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;309853;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;511092;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;706388;34;Other Administrative Body or Non-Commercial Undertaking;CORP_10;T;OK
RBAL;225357;6;Small Medium Business (SMB);SME_10;T;OK
RBAL;887523;34;Other Administrative Body or Non-Commercial Undertaking;CORP_10;T;OK
AVAL;497527;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;216441;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;328499;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;291150;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;1353641;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;172152;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;308915;3;Corporates;CORP_10;T;OK
RBHR;82258;3;Corporates;CORP_10;T;OK
AVAL;285211;3;Corporates;CORP_10;T;OK
AVAL;221001;6;Small Medium Business (SMB);SME_10;T;OK
RBI;537626;3;Corporates;CORP_10;T;OK
RBRU;476109;12;Central Goverment;SOV_10;T;OK
RBBH;128625;6;Small Medium Business (SMB);SME_10;T;OK
RBBY;513143;3;Corporates;CORP_10;T;OK
RBBH;224996;57;Collective Investment Undertaking (CIU);FUND_D;T;OK
RBRU;507531;6;Small Medium Business (SMB);SME_10;T;OK
RLSI;106260;3;Corporates;CORP_10;T;OK
RBBY;514338;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;874042;18;Specialised Lending Project (excl. Commodity);SLOT_PF_6.5;T;OK
RBRO;126102;3;Corporates;CORP_10;T;OK
RBKO;131226;6;Small Medium Business (SMB);SME_10;T;OK
RLRO;645176;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;115785;3;Corporates;CORP_10;T;OK
TBSK;186422;3;Corporates;CORP_10;T;OK
TBSK;100685;6;Small Medium Business (SMB);SLOT_RE_6.5;T;OK
RBHU;88947;3;Corporates;CORP_10;T;OK
RBRO;345065;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;738351;3;Corporates;CORP_10;T;OK
RBRO;756303;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;127593;3;Corporates;CORP_10;T;OK
TBSK;510307;3;Corporates;CORP_10;T;OK
AVAL;216167;6;Small Medium Business (SMB);SME_10;T;OK
RBBY;1528415;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;318904;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;298343;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;442509;3;Corporates;CORP_10;T;OK
AREALE;702256;3;Corporates;CORP_10;T;OK
AVAL;468685;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;219456;3;Corporates;CORP_10;T;OK
RBHU;72459;3;Corporates;CORP_10;T;OK
RBAL;462856;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;297735;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;537002;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;228001;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;183991;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;647437;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;447300;3;Corporates;CORP_10;T;OK
AVAL;192789;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;208717;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;314708;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;1328920;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;134672;3;Corporates;CORP_10;T;OK
RBRO;685395;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;737836;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;76181;3;Corporates;CORP_10;T;OK
AREALE;710464;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;319188;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;296807;6;Small Medium Business (SMB);SME_10;T;OK
ALEASS;1493731;3;Corporates;CORP_10;T;OK
RBILEG;1336092;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;190182;3;Corporates;CORP_10;T;OK
RBRU;209572;3;Corporates;CORP_10;T;OK
AVAL;219520;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;214310;6;Small Medium Business (SMB);SME_10;T;OK
RBAL;1454468;6;Small Medium Business (SMB);SME_10;T;OK
RLBG;293075;3;Corporates;CORP_10;T;OK
TBSK;754749;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;203442;3;Corporates;CORP_10;T;OK
RBBH;307864;6;Small Medium Business (SMB);SME_10;T;OK
RBBY;569189;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;190836;3;Corporates;CORP_10;T;OK
RBRO;693719;3;Corporates;CORP_10;T;OK
CASRS;130447;3;Corporates;CORP_10;T;OK
RBCZ;157083;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;236266;6;Small Medium Business (SMB);SME_10;T;OK
TLSK;1255586;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;179817;3;Corporates;CORP_10;T;OK
RBBG;1090255;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;303921;3;Corporates;CORP_10;T;OK
TBSK;99059;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;129480;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;547822;32;Regional Government or local Authority;CORP_10;T;OK
RBRO;922481;3;Corporates;CORP_10;T;OK
RBILEG;181146;3;Corporates;CORP_10;T;OK
AREALE;710488;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;533754;3;Corporates;CORP_10;T;OK
RBRO;245512;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;1784122;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;1451489;6;Small Medium Business (SMB);SME_10;T;OK
RBBY;158251;3;Corporates;CORP_10;T;OK
AVAL;221982;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;222469;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;97294;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;543549;6;Small Medium Business (SMB);SME_10;T;OK
RBI;27216;11;Banks;FIN_10;T;OK
RBRO;1551191;3;Corporates;CORP_10;T;OK
RBHU;123036;3;Corporates;CORP_10;T;OK
RBRU;348746;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;225341;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;222240;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;167852;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;181769;3;Corporates;CORP_10;T;OK
AVAL;322243;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;1328787;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;774625;18;Specialised Lending Project (excl. Commodity);SLOT_RE_6.5;T;OK
RLSI;106231;6;Small Medium Business (SMB);SME_10;T;OK
RLRU;1516056;3;Corporates;CORP_10;T;OK
RBBG;293741;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;319168;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;245970;3;Corporates;CORP_10;T;OK
RLUA;291768;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;181817;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;288830;6;Small Medium Business (SMB);CORP_10;T;OK
RBCZ;40171;3;Corporates;CORP_10;T;OK
AVAL;219480;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;191456;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;197553;3;Corporates;CORP_10;T;OK
AVAL;191236;6;Small Medium Business (SMB);SME_10;T;OK
